results/why_questions_baseline_model
Score,0.8388334612432847
Precision,0.46830985915492956
Recall,0.6927083333333334
F1 score,0.5588235294117647
Confusion matrix
960,151
59,133
Coefficients
0.08464747799412495,1.6080230993791582,-0.10026661021820282,0.28444317092905236,
