results/why_questions_sentiment_model
Score,0.8711217183770883
Precision,0.5041666666666667
Recall,0.7378048780487805
F1 score,0.599009900990099
Confusion matrix
974,119
43,121
Coefficients
0.08214713197745167,1.586232956829332,-0.090687790978231,0.278405275431976,-0.05469640930379338,-0.07374151812037799,-0.0028876269941090116,-0.07571092536127137,
