results/5x2_baseline_stats
,Mean,SD
Precision,0.428440366972477,0.00011603626341482669
Recall,0.7602472409293193,0.00016341565317528277
F1 score,0.5480339797895496,0.00011384151595979741
Coefficients
Mean,SD
0.24545781205775258,6.110770669135135e-05
0.8550770058097761,5.164078448302614e-05
0.6104757947033536,5.683552270471242e-05
0.31337923268452134,5.721107317040506e-05
AUC,Mean,SD
,0.6977573230654451,5.7612531364526534e-05
