results/kfold_sentiment_model
,Average,Std,Total
Precision,0.4321724834223672,0.003702956040625308,0.43214927850260476
Recall,0.7605730276258236,0.0051740612350190795,0.7605476673427992
F1 score,0.5511508146174603,0.0035287668687712876,0.5511376999059266
Final confusion matrix
344225,49269
11805,37495
Coefficients
Average,Std
0.24047426863192367,0.0022935379342394107
0.8599712804435912,0.0020388777732761724
0.5960084968234136,0.0026019830955269366
0.3081303245957593,0.0013080103007084719
-0.110510387282083,0.0026604012007445253
-0.053526658479552104,0.0029404656915229953
-0.0005082619599594109,0.003684209811885375
-0.041241116746838745,0.0025513424907713128
